iq,prev_sem_result,cgpa,academic_performance,internship_experience,extra_curricular_score,communication_skills,projects_completed,cgpa_bucket,has_internship,academic_score,skill_score
121,9.95,9.61,8,Yes,7,4,4,high,1,8.78,15
115,5.67,5.55,4,Yes,2,8,4,low,1,4.668,14
78,8.8,8.41,2,No,6,6,0,high,0,4.720000000000001,12
106,9.68,9.38,7,No,5,4,4,high,0,8.072,13
112,7.56,7.82,7,Yes,5,3,0,high,1,7.224,8
113,5.01,5.28,8,Yes,2,5,4,low,1,6.804,11
83,6.88,7.2,9,No,5,3,5,medium,0,8.152,13
90,5.56,5.9,6,No,3,8,1,low,0,5.824,12
114,7.08,7.0,3,No,0,6,2,medium,0,4.632,8
88,8.95,9.32,5,No,7,6,4,high,0,6.58,17
95,7.19,7.22,3,No,8,7,0,medium,0,4.676,15
123,7.16,7.13,10,Yes,2,7,2,medium,1,8.864,11
99,7.78,8.0,9,No,10,8,2,high,0,8.512,20
89,7.91,7.62,5,Yes,0,5,3,high,1,6.164,8
86,9.28,9.57,7,No,0,5,3,high,0,7.912,8
104,6.54,6.47,10,Yes,0,6,4,medium,1,8.616,10
80,9.11,8.74,7,Yes,8,4,3,high,1,7.844,15
96,7.83,7.45,7,Yes,9,2,0,medium,1,7.332000000000001,11
104,6.5,6.16,10,No,4,2,3,medium,0,8.6,9
119,6.48,6.87,4,No,2,2,1,medium,0,4.992000000000001,5
110,6.81,7.3,4,No,9,2,4,medium,0,5.1240000000000006,15
89,8.11,7.97,3,No,8,5,2,high,0,5.044,15
117,6.15,5.94,4,Yes,9,2,5,low,1,4.86,16
95,9.6,9.32,9,No,8,7,2,high,0,9.239999999999998,17
81,7.87,8.19,5,Yes,5,4,1,high,1,6.148,10
97,9.6,9.31,6,Yes,4,10,0,high,1,7.4399999999999995,14
121,5.23,5.65,4,No,0,5,2,low,0,4.492,7
102,6.71,6.88,1,No,5,2,1,medium,0,3.2840000000000003,8
100,5.11,5.51,7,No,4,1,3,low,0,6.244,8
124,6.36,6.41,7,No,8,9,4,medium,0,6.744000000000001,21
78,9.31,9.5,6,Yes,6,6,1,high,1,7.324,13
80,5.18,5.3,4,No,2,5,1,low,0,4.4719999999999995,8
75,7.18,7.51,10,No,4,5,3,high,0,8.872,12
105,5.59,5.93,8,No,5,2,0,low,0,7.036,7
102,7.08,7.17,8,Yes,10,8,5,medium,1,7.632,23
123,9.19,9.32,1,No,1,4,5,high,0,4.276,10
103,8.12,8.54,9,Yes,6,4,3,high,1,8.648,13
93,8.68,9.11,8,No,8,8,3,high,0,8.272,19
100,6.75,6.91,2,Yes,9,4,2,medium,1,3.9000000000000004,15
101,9.72,9.23,9,No,8,1,5,high,0,9.288,14
74,8.55,8.15,4,No,4,4,1,high,0,5.82,9
140,7.11,7.47,10,No,7,10,1,medium,0,8.844000000000001,18
107,7.13,6.71,6,No,8,1,3,medium,0,6.452,12
103,9.59,9.3,2,Yes,5,6,3,high,1,5.0360000000000005,14
109,7.88,7.61,10,Yes,3,2,1,high,1,9.152000000000001,6
110,8.53,8.63,4,Yes,3,9,1,high,1,5.811999999999999,13
97,7.09,7.17,2,Yes,2,10,1,medium,1,4.0360000000000005,13
90,6.12,5.91,9,No,8,4,0,low,0,7.848,12
108,8.62,8.33,9,No,9,8,3,high,0,8.847999999999999,20
105,8.04,8.3,5,Yes,10,2,3,high,1,6.215999999999999,15
87,7.51,7.95,3,No,10,5,2,high,0,4.804,17
121,8.12,7.67,3,No,5,8,2,high,0,5.048,15
104,6.04,5.67,1,No,7,1,4,low,0,3.0160000000000005,12
110,8.97,9.11,8,No,1,6,1,high,0,8.388,8
120,9.74,10.04,3,No,3,2,1,,0,5.696,6
100,9.46,9.75,4,No,1,5,4,high,0,6.184000000000001,10
104,6.61,6.83,2,No,10,1,3,medium,0,3.8440000000000003,14
112,7.03,7.42,8,No,10,4,1,medium,0,7.612,15
89,9.04,8.76,3,No,2,3,2,high,0,5.4159999999999995,7
100,7.98,7.59,2,No,1,10,0,high,0,4.392,11
101,7.74,7.86,1,Yes,8,5,5,high,1,3.696,18
85,9.63,9.95,10,No,8,8,3,high,0,9.852,19
134,7.68,7.76,2,Yes,5,9,0,high,1,4.272,14
78,7.57,8.03,2,No,6,5,0,high,0,4.228000000000001,11
80,5.21,5.51,4,No,4,9,4,low,0,4.484,17
119,5.35,5.55,1,No,9,10,0,low,0,2.74,19
110,5.04,4.6,1,No,0,4,1,low,0,2.616,5
84,9.57,9.18,6,No,3,5,4,high,0,7.428,12
109,7.04,7.32,5,Yes,3,9,2,medium,1,5.816000000000001,14
122,7.34,7.04,1,Yes,7,9,0,medium,1,3.536,16
99,9.23,8.76,6,No,4,2,1,high,0,7.292,7
138,8.05,8.46,8,No,2,5,1,high,0,8.02,8
74,8.05,8.44,5,No,0,8,2,high,0,6.220000000000001,10
110,6.48,6.2,3,No,0,1,4,medium,0,4.392,5
117,9.17,9.45,3,No,4,4,4,high,0,5.468,12
113,5.83,5.38,2,Yes,7,8,4,low,1,3.532,19
96,5.27,5.06,9,Yes,8,10,2,low,1,7.507999999999999,20
95,5.96,6.08,9,No,9,2,2,medium,0,7.783999999999999,13
106,6.34,6.6,7,Yes,9,1,2,medium,1,6.736000000000001,12
112,6.41,5.92,1,Yes,1,6,4,low,1,3.164,11
109,8.35,8.18,1,Yes,4,6,0,high,1,3.94,10
115,6.09,5.8,4,Yes,3,1,2,low,1,4.836,6
84,8.38,8.88,2,No,2,3,2,high,0,4.5520000000000005,7
96,5.46,5.63,3,Yes,10,10,4,low,1,3.984,24
85,5.74,5.65,2,Yes,7,8,2,low,1,3.4960000000000004,17
94,7.54,7.12,1,Yes,1,9,0,medium,1,3.616,10
115,9.61,9.71,3,No,1,8,4,high,0,5.644,13
101,9.3,9.44,7,No,4,1,2,high,0,7.920000000000001,7
139,9.84,10.16,10,No,9,4,2,,0,9.936,15
102,8.25,8.04,9,Yes,9,9,3,high,1,8.7,21
100,8.38,8.86,10,Yes,9,1,3,high,1,9.352,13
101,8.13,8.07,9,No,0,4,1,high,0,8.652000000000001,5
90,8.11,7.91,8,Yes,6,10,1,high,1,8.044,17
99,5.74,5.59,6,No,8,7,2,low,0,5.896,17
116,7.72,7.74,1,No,1,7,3,high,0,3.688,11
101,6.93,7.37,8,Yes,9,7,1,medium,1,7.572,17
88,7.21,7.45,8,Yes,0,10,4,medium,1,7.684,14
86,7.62,7.7,9,Yes,8,4,3,high,1,8.448,15
93,5.64,5.3,10,Yes,1,8,0,low,1,8.256,9
101,6.8,6.45,6,Yes,8,3,0,medium,1,6.32,11
117,5.32,5.32,3,Yes,7,9,0,low,1,3.928,16
79,9.9,10.13,6,No,6,6,0,,0,7.5600000000000005,12
95,5.59,5.84,8,Yes,10,7,3,low,1,7.036,20
102,6.29,6.02,7,Yes,0,9,4,medium,1,6.716,13
72,9.46,9.06,8,No,3,4,0,high,0,8.584,7
87,7.41,7.29,3,No,10,5,4,medium,0,4.764,19
89,5.68,6.1,8,No,10,1,1,medium,0,7.071999999999999,12
88,6.92,6.97,5,No,6,10,1,medium,0,5.768000000000001,17
102,5.58,5.4,7,No,5,8,2,low,0,6.432,15
97,6.0,5.82,4,No,0,2,3,low,0,4.800000000000001,5
91,5.26,4.89,3,No,6,5,0,low,0,3.904,11
106,7.19,7.16,6,Yes,1,5,4,medium,1,6.476,10
125,9.03,9.32,9,No,7,10,4,high,0,9.012,21
124,7.93,8.4,4,Yes,1,4,5,high,1,5.572,10
71,8.03,8.03,9,No,3,4,3,high,0,8.611999999999998,10
108,6.0,5.67,3,Yes,5,2,1,low,1,4.2,8
97,6.72,6.9,6,No,7,3,3,medium,0,6.288,13
102,9.23,9.49,5,No,10,10,4,high,0,6.692,24
94,5.44,5.01,9,Yes,2,2,3,low,1,7.576,7
101,9.29,9.64,6,No,5,1,5,high,0,7.315999999999999,11
102,7.42,7.75,2,No,5,4,1,high,0,4.168,10
91,9.19,9.16,4,Yes,0,9,1,high,1,6.0760000000000005,10
86,6.59,6.65,5,Yes,5,6,5,medium,1,5.636,16
93,6.69,6.9,9,Yes,0,8,0,medium,1,8.076,8
103,8.76,8.94,1,Yes,8,2,0,high,1,4.104,10
108,8.92,8.44,9,Yes,3,2,5,high,1,8.968,10
112,6.15,5.77,10,No,4,2,0,low,0,8.46,6
92,9.86,9.52,1,No,0,8,1,high,0,4.544,9
104,5.42,5.68,1,No,0,1,4,low,0,2.7680000000000002,5
114,5.34,5.28,4,No,8,5,0,low,0,4.536,13
117,7.98,8.03,6,No,5,4,3,high,0,6.792,12
99,8.61,8.88,2,No,9,1,4,high,0,4.644,14
96,9.8,9.64,1,No,9,10,5,high,0,4.5200000000000005,24
102,7.02,7.27,4,Yes,5,7,2,medium,1,5.208,14
82,5.13,5.07,8,No,4,1,0,low,0,6.852,5
97,8.01,7.89,6,No,5,6,2,high,0,6.804,13
111,6.45,6.28,5,Yes,7,1,0,medium,1,5.58,8
109,7.16,7.62,1,No,6,9,4,high,0,3.4640000000000004,19
95,7.44,7.71,3,No,6,3,2,high,0,4.776,11
103,5.32,4.84,7,Yes,8,2,1,low,1,6.328,11
87,7.43,7.89,10,Yes,8,7,0,high,1,8.972,15
110,7.13,7.41,3,No,8,1,5,medium,0,4.652,14
98,8.56,8.21,5,No,0,7,5,high,0,6.424,12
95,8.23,7.81,6,Yes,10,9,3,high,1,6.8919999999999995,22
94,5.93,5.74,9,No,10,4,2,low,0,7.771999999999999,16
99,6.03,6.15,3,No,5,10,5,medium,0,4.212,20
93,6.26,6.38,6,No,4,2,3,medium,0,6.103999999999999,9
109,5.89,5.67,2,No,7,4,2,low,0,3.556,13
94,8.29,8.24,9,Yes,10,9,4,high,1,8.716,23
123,9.97,9.68,9,Yes,9,8,3,high,1,9.388,20
121,8.26,7.81,7,Yes,7,5,0,high,1,7.5040000000000004,12
86,8.03,8.05,9,No,7,8,1,high,0,8.611999999999998,16
101,7.05,6.9,4,Yes,4,7,4,medium,1,5.220000000000001,15
90,6.56,6.6,10,No,9,4,2,medium,0,8.624,15
95,9.56,10.01,1,No,10,3,0,,0,4.424,13
130,9.85,9.49,1,Yes,9,1,2,high,1,4.54,12
95,7.48,6.98,2,No,0,3,3,medium,0,4.192,6
105,6.45,6.03,10,No,3,8,3,medium,0,8.58,14
108,8.85,8.81,3,Yes,6,9,1,high,1,5.34,16
84,5.66,5.87,2,No,1,9,3,low,0,3.4640000000000004,13
87,8.83,8.91,4,Yes,6,5,4,high,1,5.932,15
81,9.09,9.08,8,No,4,4,2,high,0,8.436,10
86,5.62,5.47,3,No,5,6,2,low,0,4.048,13
57,9.88,9.69,4,No,5,7,4,high,0,6.352,16
108,9.93,9.81,2,Yes,4,6,3,high,1,5.172,13
130,9.68,9.79,1,Yes,9,5,3,high,1,4.4719999999999995,17
102,7.48,7.15,8,No,6,2,4,medium,0,7.792,12
78,6.23,6.5,7,No,3,3,1,medium,0,6.692,7
90,7.91,7.99,10,No,0,9,0,high,0,9.164,9
93,7.1,6.87,2,No,8,7,0,medium,0,4.04,15
84,6.03,6.03,8,No,6,10,3,medium,0,7.212,19
112,7.12,7.58,10,No,8,2,5,high,0,8.848,15
112,8.32,7.84,3,No,10,1,0,high,0,5.128,11
82,5.35,5.05,7,Yes,8,1,0,low,1,6.34,9
110,6.67,6.62,1,No,6,1,5,medium,0,3.2680000000000002,12
122,5.09,5.23,3,No,1,6,0,low,0,3.836,7
128,8.75,8.46,9,No,10,5,3,high,0,8.899999999999999,18
142,8.2,8.63,4,No,1,7,2,high,0,5.68,10
86,5.31,5.45,1,Yes,3,5,3,low,1,2.724,11
142,9.82,10.2,6,No,8,9,3,,0,7.5280000000000005,20
94,5.11,4.94,1,No,6,1,5,low,0,2.644,12
91,7.95,8.28,10,Yes,8,9,1,high,1,9.18,18
104,8.88,8.76,1,No,3,4,1,high,0,4.152,8
91,8.94,8.69,2,No,8,10,3,high,0,4.776,21
105,5.17,5.58,3,Yes,6,7,4,low,1,3.868,17
80,9.53,9.12,2,No,7,2,4,high,0,5.012,13
96,9.59,10.03,8,No,0,3,1,,0,8.636,4
119,7.81,7.77,6,Yes,8,4,5,high,1,6.724,17
99,7.41,7.9,1,No,7,5,1,high,0,3.5640000000000005,13
102,5.22,5.26,6,Yes,0,2,2,low,1,5.688,4
107,7.81,8.07,1,No,7,7,1,high,0,3.724,15
117,7.05,6.56,9,Yes,4,6,5,medium,1,8.219999999999999,15
75,8.86,8.86,3,Yes,2,9,0,high,1,5.343999999999999,11
108,7.02,7.26,1,No,7,7,3,medium,0,3.408,17
95,8.42,8.7,1,No,10,10,3,high,0,3.9680000000000004,23
102,5.51,5.17,2,No,10,10,5,low,0,3.404,25
115,5.66,5.58,6,Yes,2,2,3,low,1,5.864,7
82,5.7,5.62,1,No,7,3,5,low,0,2.8800000000000003,15
84,5.23,4.83,7,Yes,4,3,2,low,1,6.292,9
70,7.71,7.65,4,No,7,8,2,high,0,5.484,17
91,8.97,9.28,7,Yes,2,8,0,high,1,7.788,10
119,8.05,7.85,4,Yes,9,3,3,high,1,5.620000000000001,15
98,7.87,7.8,4,No,5,8,0,high,0,5.548,13
79,8.4,8.86,4,Yes,5,5,1,high,1,5.76,11
92,6.7,6.23,10,No,3,4,3,medium,0,8.68,10
77,6.81,6.9,10,Yes,4,4,0,medium,1,8.724,8
83,6.57,6.81,8,Yes,6,4,2,medium,1,7.428,12
105,8.56,8.82,2,Yes,0,1,5,high,1,4.6240000000000006,6
82,5.81,6.03,8,No,7,7,2,medium,0,7.124,16
116,5.07,5.3,10,No,10,10,2,low,0,8.028,22
98,7.98,7.54,1,No,2,10,5,high,0,3.7920000000000003,17
101,9.71,9.74,7,No,6,4,0,high,0,8.084,10
95,8.05,8.33,7,No,8,2,0,high,0,7.420000000000001,10
111,8.91,8.5,6,Yes,1,1,0,high,1,7.164,2
111,8.36,7.87,4,Yes,9,3,4,high,1,5.744,16
105,7.49,7.8,5,No,9,1,3,high,0,5.996,13
108,8.59,8.8,1,No,6,5,4,high,0,4.036,15
96,9.12,9.03,2,Yes,0,6,4,high,1,4.848,10
108,6.12,6.56,10,No,4,6,5,medium,0,8.448,15
94,6.68,6.95,7,No,10,6,1,medium,0,6.872,17
100,6.12,6.59,2,Yes,6,7,1,medium,1,3.6480000000000006,14
95,7.26,7.69,8,Yes,4,1,2,high,1,7.704,7
93,9.43,9.41,7,No,4,4,5,high,0,7.972,13
89,6.73,6.98,10,Yes,5,10,4,medium,1,8.692,19
107,6.87,7.04,8,No,9,10,1,medium,0,7.548,20
119,9.3,9.61,4,No,9,9,4,high,0,6.120000000000001,22
117,7.58,7.87,1,Yes,10,10,3,high,1,3.632,23
81,7.68,7.33,7,Yes,10,2,4,medium,1,7.272,16
119,9.3,9.03,1,No,5,8,2,high,0,4.32,15
95,7.45,7.22,7,Yes,9,7,0,medium,1,7.180000000000001,16
109,8.41,8.73,9,No,1,7,2,high,0,8.764,10
86,5.43,5.74,5,No,9,3,4,low,0,5.172000000000001,16
102,5.89,5.89,2,Yes,10,2,5,low,1,3.556,17
104,7.02,7.1,1,Yes,9,2,4,medium,1,3.408,15
77,7.47,7.8,8,No,8,3,0,high,0,7.788,11
109,9.83,9.64,4,No,2,3,2,high,0,6.332000000000001,7
120,9.85,9.4,8,No,0,10,2,high,0,8.74,12
97,9.26,9.24,2,Yes,10,2,4,high,1,4.904,16
120,6.58,6.99,3,No,0,7,3,medium,0,4.432,10
97,9.82,10.11,3,No,8,2,5,,0,5.728,15
112,8.45,8.32,4,No,5,6,5,high,0,5.779999999999999,16
66,6.96,6.52,9,Yes,6,5,1,medium,1,8.184,12
136,8.51,8.65,9,No,1,7,4,high,0,8.803999999999998,12
122,5.08,5.41,5,Yes,10,7,4,low,1,5.032,21
95,5.73,5.89,7,No,0,8,5,low,0,6.492000000000001,13
70,9.15,9.08,9,No,1,4,1,high,0,9.059999999999999,6
104,8.23,7.85,1,No,2,10,0,high,0,3.8920000000000003,12
78,6.82,7.23,2,No,2,5,4,medium,0,3.928,11
106,7.5,7.28,6,No,7,10,3,medium,0,6.6,20
106,9.53,9.25,3,No,3,4,0,high,0,5.612,7
85,8.16,8.48,7,Yes,0,7,0,high,1,7.464,7
116,6.99,7.47,5,Yes,1,3,0,medium,1,5.796,4
112,5.6,5.76,10,No,8,10,4,low,0,8.24,22
114,6.47,6.59,8,No,1,2,5,medium,0,7.388,8
100,9.89,9.71,1,Yes,8,4,0,high,1,4.556,12
78,7.19,6.71,9,No,4,5,2,medium,0,8.276,11
114,7.36,7.05,10,Yes,3,1,4,medium,1,8.944,8
95,7.49,7.57,6,No,3,3,4,high,0,6.596,10
79,9.42,9.07,5,No,2,8,1,high,0,6.768000000000001,11
120,8.02,8.4,8,No,1,5,5,high,0,8.008,11
131,8.47,8.16,4,Yes,7,1,0,high,1,5.788,8
99,6.95,6.97,9,No,5,4,4,medium,0,8.18,13
132,5.15,5.16,5,Yes,8,8,5,low,1,5.0600000000000005,21
101,9.65,9.75,1,Yes,1,8,3,high,1,4.46,12
94,9.75,9.58,8,Yes,0,2,3,high,1,8.7,5
90,9.75,10.12,9,No,7,9,5,,0,9.3,21
124,9.72,9.66,5,No,7,10,4,high,0,6.888,21
88,9.08,9.28,5,Yes,4,1,4,high,1,6.632,9
111,8.42,8.56,6,No,1,10,3,high,0,6.968,14
91,9.22,8.84,9,Yes,9,8,3,high,1,9.088000000000001,20
93,8.0,8.12,5,Yes,4,8,2,high,1,6.2,14
115,5.67,5.72,2,No,7,6,3,low,0,3.468,16
94,6.96,7.36,3,No,3,1,2,medium,0,4.584,6
93,9.86,10.24,10,Yes,1,9,4,,1,9.943999999999999,14
116,6.76,6.41,3,Yes,2,10,0,medium,1,4.504,12
123,9.34,8.92,9,No,2,3,5,high,0,9.136,10
109,5.47,5.26,8,No,8,1,5,low,0,6.9879999999999995,14
90,6.67,7.16,6,Yes,2,7,5,medium,1,6.268,14
92,6.75,6.27,5,Yes,0,10,0,medium,1,5.7,10
101,5.26,5.43,10,Yes,6,5,1,low,1,8.104,12
104,5.6,5.71,2,No,0,2,5,low,0,3.4399999999999995,7
85,5.97,6.12,9,Yes,5,1,2,medium,1,7.787999999999999,8
110,9.19,8.91,10,Yes,9,6,3,high,1,9.676,18
101,5.32,5.05,8,Yes,3,1,2,low,1,6.928,6
74,6.49,6.42,5,Yes,6,6,1,medium,1,5.596,13
86,5.05,4.65,6,No,6,1,1,low,0,5.619999999999999,8
92,8.48,8.05,9,Yes,6,7,2,high,1,8.792,15
98,8.1,7.69,1,Yes,5,7,3,high,1,3.8400000000000003,15
128,8.22,8.29,4,Yes,6,10,4,high,1,5.688000000000001,20
103,6.87,6.77,5,No,7,4,4,medium,0,5.748,15
87,6.04,5.83,9,No,2,7,4,low,0,7.816,13
103,8.6,8.42,5,No,4,8,5,high,0,6.4399999999999995,17
94,9.06,8.77,5,Yes,9,8,1,high,1,6.6240000000000006,18
104,5.69,5.6,3,No,10,3,5,low,0,4.0760000000000005,18
108,7.43,7.13,8,Yes,8,8,2,medium,1,7.772,18
118,6.24,6.44,7,Yes,7,3,1,medium,1,6.696000000000001,11
99,5.84,5.46,8,No,5,5,3,low,0,7.135999999999999,13
124,8.67,9.12,4,No,8,1,5,high,0,5.868,14
113,7.69,7.28,8,No,9,7,0,medium,0,7.876,16
89,6.08,6.52,10,No,4,10,1,medium,0,8.432,15
133,6.55,6.88,4,No,1,8,3,medium,0,5.02,12
104,9.83,10.01,1,No,8,4,3,,0,4.532,15
87,9.24,9.65,4,Yes,4,7,3,high,1,6.096,14
124,9.4,9.04,5,No,7,7,0,high,0,6.76,14
131,7.3,6.98,10,No,7,6,4,medium,0,8.92,17
99,8.12,7.87,8,Yes,3,5,2,high,1,8.048,10
92,6.88,6.62,10,Yes,3,10,1,medium,1,8.752,14
97,5.39,5.2,6,No,0,4,0,low,0,5.756,4
110,7.01,7.09,10,Yes,4,5,3,medium,1,8.804,12
119,7.97,7.5,5,Yes,8,7,0,medium,1,6.188000000000001,15
108,6.44,6.32,3,No,4,8,1,medium,0,4.376,13
101,9.24,8.99,4,No,4,4,2,high,0,6.096,10
122,5.76,5.87,6,Yes,5,5,1,low,1,5.904,11
95,6.84,7.33,6,Yes,5,6,5,medium,1,6.336,16
115,5.62,5.64,6,No,7,9,0,low,0,5.848,16
95,7.02,6.95,2,Yes,0,10,5,medium,1,4.008,15
106,5.2,5.07,8,No,4,6,3,low,0,6.88,13
98,6.36,6.64,8,Yes,8,7,5,medium,1,7.344,20
99,7.0,6.57,6,Yes,2,8,3,medium,1,6.4,13
94,7.39,7.85,4,No,10,3,4,high,0,5.356,17
120,7.72,7.64,2,No,6,5,4,high,0,4.288,15
89,6.37,6.18,6,No,6,4,2,medium,0,6.148,12
88,7.62,8.09,6,No,9,1,2,high,0,6.648,12
131,7.55,7.99,10,Yes,2,4,5,high,1,9.02,11
114,6.58,6.72,3,No,6,2,5,medium,0,4.432,13
64,9.15,8.67,2,Yes,2,4,4,high,1,4.86,10
91,7.73,7.98,4,Yes,5,2,4,high,1,5.492000000000001,11
72,6.66,6.5,8,Yes,7,4,1,medium,1,7.464,12
85,9.74,9.63,5,No,7,4,1,high,0,6.896000000000001,12
52,9.23,8.89,3,No,5,3,5,high,0,5.492,13
97,9.91,9.93,5,Yes,1,5,3,high,1,6.964,9
82,8.46,8.7,9,Yes,0,9,5,high,1,8.783999999999999,14
100,6.89,6.66,8,No,2,1,3,medium,0,7.556,6
75,6.4,6.84,10,No,2,7,4,medium,0,8.56,13
101,8.32,8.01,7,No,6,10,1,high,0,7.5280000000000005,17
93,9.9,9.47,4,No,3,1,4,high,0,6.36,8
122,8.13,8.27,2,Yes,1,10,4,high,1,4.452000000000001,15
121,9.41,9.76,9,Yes,1,1,2,high,1,9.164,4
111,6.65,7.1,3,Yes,6,2,4,medium,1,4.46,12
95,7.03,7.3,6,Yes,7,10,3,medium,1,6.412,20
129,9.53,9.23,7,Yes,10,6,2,high,1,8.012,18
76,8.78,9.26,3,No,4,9,1,high,0,5.311999999999999,14
78,9.91,10.33,3,No,1,3,3,,0,5.764,7
98,8.87,8.53,3,No,2,5,0,high,0,5.348,7
133,7.24,7.3,3,No,0,8,1,medium,0,4.696,9
96,7.66,7.72,3,Yes,9,10,5,high,1,4.864,24
97,9.5,9.44,7,Yes,3,6,0,high,1,8.0,9
78,7.76,8.24,5,No,6,3,3,high,0,6.104,12
114,6.28,5.84,4,Yes,9,2,1,low,1,4.912000000000001,12
114,7.18,7.31,6,Yes,8,3,0,medium,1,6.4719999999999995,11
111,7.58,7.29,8,Yes,2,6,0,medium,1,7.832,8
90,5.48,5.51,2,Yes,3,5,1,low,1,3.3920000000000003,9
89,8.72,9.0,3,Yes,5,8,4,high,1,5.288,17
80,5.55,5.3,2,No,0,10,3,low,0,3.42,13
101,7.02,6.91,7,No,4,2,3,medium,0,7.008,9
83,9.02,9.47,2,Yes,9,2,2,high,1,4.808,13
82,7.34,7.6,5,No,4,4,1,high,0,5.936,9
93,9.21,9.28,10,Yes,9,9,3,high,1,9.684000000000001,21
92,6.71,6.43,9,Yes,8,5,0,medium,1,8.084,13
91,9.79,9.72,8,Yes,8,7,1,high,1,8.716,16
106,6.05,6.32,8,Yes,0,7,5,medium,1,7.22,12
101,5.19,5.51,3,Yes,2,6,0,low,1,3.876,8
95,9.36,9.1,1,No,3,6,1,high,0,4.343999999999999,10
102,8.76,8.92,2,Yes,0,9,0,high,1,4.704,9
85,6.16,5.76,7,Yes,8,4,0,low,1,6.664000000000001,12
101,9.92,9.44,4,No,1,2,1,high,0,6.368,4
102,7.51,7.56,10,No,4,7,2,high,0,9.004,13
77,9.76,9.48,5,No,2,6,0,high,0,6.904,8
114,7.53,7.11,1,Yes,3,4,1,medium,1,3.6120000000000005,8
86,7.36,7.59,2,Yes,3,1,4,high,1,4.144,8
101,7.25,7.25,9,Yes,10,4,5,medium,1,8.3,19
117,6.67,6.97,6,No,1,6,4,medium,0,6.268,11
113,7.67,7.83,7,Yes,10,3,5,high,1,7.268000000000001,18
100,7.26,7.49,5,Yes,1,1,2,medium,1,5.904,4
94,5.18,4.99,9,No,7,2,1,low,0,7.4719999999999995,10
114,6.3,6.06,10,No,1,6,5,medium,0,8.52,12
110,6.07,6.17,5,No,9,1,2,medium,0,5.428000000000001,12
90,9.34,9.04,6,No,6,6,5,high,0,7.336,17
88,7.99,8.31,10,No,0,1,0,high,0,9.196,1
68,8.82,8.84,9,Yes,0,1,5,high,1,8.928,6
102,9.78,9.51,5,No,9,6,5,high,0,6.912,20
98,8.22,8.35,4,No,2,1,4,high,0,5.688000000000001,7
117,9.91,10.36,5,Yes,2,9,2,,1,6.964,13
105,6.56,6.14,5,Yes,10,2,0,medium,1,5.6240000000000006,12
120,5.93,5.54,5,Yes,8,9,4,low,1,5.372,21
89,7.02,7.36,1,Yes,1,5,2,medium,1,3.408,8
117,7.35,6.96,5,No,3,5,0,medium,0,5.9399999999999995,8
92,9.48,9.02,5,No,2,10,5,high,0,6.792,17
111,7.8,7.65,1,No,6,8,3,high,0,3.72,17
78,6.46,6.43,4,Yes,5,1,4,medium,1,4.984,10
103,8.71,8.78,8,No,8,9,0,high,0,8.284,17
70,7.53,7.54,4,Yes,7,1,3,high,1,5.412000000000001,11
95,5.81,6.22,7,No,1,5,2,medium,0,6.524,8
106,7.88,8.15,6,No,2,8,3,high,0,6.752,13
92,9.56,10.04,5,Yes,0,1,5,,1,6.824,6
84,9.21,9.19,9,No,7,5,4,high,0,9.084,16
112,7.93,7.51,8,Yes,1,3,1,high,1,7.9719999999999995,5
98,6.89,7.35,5,No,3,8,2,medium,0,5.756,13
92,5.43,4.93,10,Yes,1,3,3,low,1,8.172,7
100,7.35,7.63,7,Yes,1,8,0,high,1,7.140000000000001,9
139,8.76,8.29,9,No,2,2,1,high,0,8.904,5
117,6.8,7.06,7,Yes,9,10,1,medium,1,6.92,20
117,6.18,6.62,3,No,4,3,2,medium,0,4.272,9
106,9.66,9.55,10,No,7,1,3,high,0,9.864,11
102,9.11,8.85,5,No,9,1,4,high,0,6.644,14
64,8.19,7.92,9,No,1,4,3,high,0,8.675999999999998,8
89,5.68,5.67,9,Yes,4,5,3,low,1,7.671999999999999,12
92,5.72,5.39,8,Yes,10,3,2,low,1,7.087999999999999,15
71,5.52,5.69,6,No,3,2,2,low,0,5.808,7
82,8.08,7.95,7,Yes,2,1,0,high,1,7.432,3
70,5.58,5.4,7,Yes,9,3,4,low,1,6.432,16
99,9.21,9.17,1,No,5,1,2,high,0,4.284000000000001,8
112,9.96,10.0,8,No,8,10,0,high,0,8.784,18
116,6.83,6.47,6,No,7,10,5,medium,0,6.332,22
106,7.27,7.48,7,Yes,1,6,1,medium,1,7.1080000000000005,8
85,8.56,8.94,10,No,0,3,0,high,0,9.424,3
71,9.69,9.47,10,No,7,4,4,high,0,9.876,15
73,9.47,9.15,2,No,4,8,0,high,0,4.988,12
80,5.29,5.55,7,No,1,10,5,low,0,6.316000000000001,16
86,5.85,5.53,8,Yes,9,5,0,low,1,7.14,14
97,8.77,8.31,5,No,0,5,2,high,0,6.508,7
84,8.44,8.56,1,No,10,8,4,high,0,3.976,22
105,5.67,5.41,6,Yes,7,10,0,low,1,5.868,17
96,7.51,7.18,3,No,7,10,3,medium,0,4.804,20
100,8.9,9.38,5,No,5,10,0,high,0,6.5600000000000005,15
117,6.09,5.88,9,No,4,4,1,low,0,7.835999999999999,9
82,9.36,9.76,7,No,4,8,1,high,0,7.944,13
106,5.26,4.94,8,No,5,10,0,low,0,6.904,15
99,8.91,9.23,6,No,4,5,5,high,0,7.164,14
94,8.08,8.08,9,No,1,6,0,high,0,8.632,7
113,6.58,6.16,3,No,6,1,3,medium,0,4.432,10
