studentid,cgpa,internships,projects,workshops/certifications,aptitudetestscore,softskillsrating,extracurricularactivities,placementtraining,ssc_marks,hsc_marks,placementstatus
8450,8.4,2,3,3,89,4.6,Yes,Yes,77,85,1.0
8451,7.5,1,1,0,74,4.7,No,No,55,64,
8452,7.4,0,1,0,68,4.1,No,Yes,81,73,
8453,8.2,2,3,2,90,4.8,Yes,No,76,88,1.0
8454,7.6,1,1,0,74,4.5,No,Yes,70,66,
8455,8.3,0,2,0,85,4.2,No,No,56,67,
8456,7.4,1,3,2,76,3.7,Yes,Yes,74,83,
8457,7.6,1,1,0,77,3.7,No,Yes,55,67,1.0
8458,7.3,1,2,1,83,3.2,No,Yes,68,71,
8459,8.3,1,3,3,88,4.0,No,Yes,77,63,1.0
8460,7.4,2,0,0,69,4.4,Yes,No,63,60,
8461,8.2,1,3,2,85,4.6,Yes,Yes,79,86,1.0
8462,8.5,1,3,2,90,4.8,Yes,Yes,82,88,1.0
8463,8.2,1,3,0,88,4.2,Yes,Yes,66,88,1.0
8464,6.5,2,3,1,76,4.3,Yes,No,76,77,
8465,7.1,0,1,0,73,4.1,No,Yes,55,64,
8466,7.6,0,1,1,65,4.1,No,No,65,63,
8467,8.4,2,3,2,90,4.8,Yes,No,82,82,1.0
8468,8.5,1,3,2,85,4.6,Yes,Yes,71,84,1.0
8469,6.6,0,1,0,68,4.8,No,No,55,71,1.0
8470,7.9,1,1,0,90,4.5,Yes,Yes,73,82,1.0
8471,7.6,1,2,1,88,4.2,Yes,Yes,73,86,1.0
8472,8.4,1,3,2,90,4.2,Yes,Yes,89,88,1.0
8473,6.5,1,1,0,77,4.3,No,No,55,66,
8474,7.3,0,3,0,72,4.4,No,No,66,71,
8475,8.3,1,3,2,88,4.8,Yes,Yes,77,85,1.0
8476,6.5,1,1,0,83,4.6,No,Yes,69,70,
8477,7.6,1,1,1,63,3.8,No,No,62,60,
8478,7.2,0,2,0,82,4.8,No,Yes,55,66,
8479,8.3,2,2,2,87,4.7,Yes,Yes,86,85,1.0
8480,7.6,1,2,0,70,3.7,Yes,Yes,63,71,1.0
8481,8.2,1,3,2,90,4.6,Yes,Yes,83,74,1.0
8482,6.5,1,1,0,89,3.7,No,Yes,55,71,
8483,8.2,2,3,2,90,4.5,Yes,Yes,86,81,1.0
8484,8.2,0,3,2,81,4.6,Yes,Yes,77,81,
8485,8.5,2,3,2,90,4.8,Yes,Yes,77,88,1.0
8486,7.8,1,3,1,82,4.8,Yes,Yes,76,83,1.0
8487,7.4,1,1,0,60,4.3,Yes,Yes,61,75,1.0
8488,7.3,1,2,1,80,4.3,Yes,Yes,55,72,1.0
8489,7.8,1,1,0,73,4.6,No,Yes,64,69,
8490,7.6,0,3,1,70,4.1,Yes,No,55,63,
8491,6.5,1,1,0,65,3.6,No,No,55,76,
8492,8.5,2,2,2,87,4.8,Yes,Yes,88,86,1.0
8493,8.3,1,1,0,88,4.1,No,No,64,74,
8494,6.5,0,3,0,66,3.5,No,No,55,67,
8495,8.5,2,3,0,87,4.6,Yes,Yes,86,85,1.0
8496,8.2,2,2,2,87,4.8,Yes,Yes,88,85,1.0
8497,8.2,2,3,2,90,4.6,Yes,Yes,75,83,1.0
8498,8.3,1,2,2,76,4.0,Yes,Yes,74,62,
8499,7.4,2,2,1,82,4.6,Yes,Yes,73,88,
8500,7.8,0,1,1,90,4.2,Yes,Yes,55,73,1.0
8501,6.7,1,1,0,74,3.7,No,Yes,55,67,
8502,8.1,2,2,1,79,4.5,Yes,Yes,72,81,
8503,7.5,1,1,0,78,3.8,No,No,64,66,
8504,6.5,1,2,0,77,4.0,No,No,65,74,
8505,8.3,2,2,2,73,3.9,Yes,Yes,86,71,
8506,6.5,1,3,2,87,4.7,Yes,Yes,77,70,1.0
8507,7.7,0,1,1,67,3.4,No,No,65,64,
8508,6.5,0,3,1,82,4.6,No,No,57,66,
8509,7.3,1,1,0,80,3.6,Yes,Yes,78,80,1.0
8510,8.4,1,3,0,75,4.6,Yes,Yes,81,84,
8511,7.9,2,3,2,88,4.6,Yes,Yes,69,81,1.0
8512,6.8,1,3,1,86,4.8,Yes,Yes,76,79,
8513,7.5,1,2,2,68,4.0,Yes,Yes,69,68,1.0
8514,7.4,1,1,1,69,3.9,No,No,55,66,
8515,7.7,0,1,0,89,4.2,No,No,55,70,
8516,7.7,0,1,0,81,3.8,Yes,Yes,82,64,
8517,7.4,2,3,2,80,4.8,Yes,Yes,70,67,
8518,7.7,1,2,0,75,4.4,No,No,60,73,
8519,7.5,1,1,1,74,4.5,Yes,Yes,62,78,
8520,6.5,1,1,0,73,4.1,No,Yes,55,66,
8521,8.2,2,3,2,90,4.8,Yes,Yes,77,82,1.0
8522,7.4,1,1,3,70,4.5,No,Yes,55,65,
8523,8.5,2,3,2,90,4.8,Yes,Yes,75,88,1.0
8524,7.5,1,1,1,81,4.0,No,Yes,75,61,
8525,7.9,2,2,0,77,4.4,No,Yes,68,68,1.0
8526,7.9,1,2,2,83,4.8,Yes,Yes,77,85,1.0
8527,8.2,2,3,2,88,4.5,Yes,No,79,84,1.0
8528,7.6,1,3,2,90,4.0,Yes,Yes,73,84,
8529,6.5,1,1,0,82,4.6,Yes,Yes,67,71,
8530,6.5,1,1,1,72,3.8,No,Yes,55,66,
8531,8.0,0,1,2,89,4.7,Yes,Yes,72,84,1.0
8532,7.5,0,2,0,80,3.8,Yes,Yes,77,69,
8533,7.6,1,2,1,83,4.8,Yes,Yes,55,62,
8534,6.5,1,1,1,66,3.7,No,Yes,56,57,
8535,8.3,2,2,1,87,4.5,Yes,Yes,82,80,
8536,6.5,1,1,1,66,3.8,Yes,Yes,62,75,
8537,8.2,1,2,0,88,4.8,Yes,Yes,71,69,1.0
8538,7.6,1,1,3,76,3.8,No,Yes,59,60,
8539,7.7,1,2,0,81,4.8,No,No,55,66,
8540,8.3,1,3,2,87,4.7,Yes,Yes,77,81,1.0
8541,7.1,1,3,1,74,4.3,No,Yes,72,81,1.0
8542,7.8,1,3,2,90,4.8,Yes,Yes,80,84,
8543,7.4,1,2,1,90,4.4,Yes,Yes,81,86,
8544,6.6,1,1,0,74,3.8,No,Yes,64,76,1.0
8545,8.7,2,3,2,90,4.8,Yes,Yes,78,85,1.0
8546,6.5,2,3,2,84,4.5,Yes,No,81,68,
8547,8.1,1,2,0,79,4.3,No,Yes,55,67,
8548,7.4,0,2,2,80,4.8,No,Yes,61,88,1.0
8549,8.6,2,3,2,89,4.7,Yes,Yes,69,79,1.0
8550,7.7,2,3,2,82,4.8,Yes,Yes,80,87,
8551,6.9,1,1,0,78,4.3,Yes,Yes,55,72,
8552,6.9,1,2,0,69,4.0,No,Yes,55,58,
8553,7.7,2,2,0,80,3.8,Yes,Yes,62,72,
8554,8.1,0,3,2,90,4.8,Yes,Yes,78,86,1.0
8555,8.6,2,3,2,90,4.8,No,Yes,71,85,1.0
8556,7.4,1,2,1,71,4.7,No,Yes,69,73,
8557,7.5,1,1,1,76,4.0,No,Yes,55,70,
8558,7.6,1,3,1,85,4.4,No,Yes,75,82,
8559,7.9,0,2,0,80,4.2,No,Yes,66,60,
8560,7.7,1,2,1,72,4.5,No,Yes,55,65,
8561,6.6,1,1,0,72,3.2,No,Yes,55,68,
8562,7.6,1,2,2,86,4.3,Yes,Yes,70,80,
8563,7.9,1,1,1,75,4.5,Yes,Yes,71,67,
8564,8.2,2,2,0,74,4.1,No,No,60,74,
8565,7.3,0,1,0,76,4.0,No,No,63,70,
8566,8.4,1,3,0,86,3.6,Yes,Yes,76,87,1.0
8567,8.0,2,3,2,89,4.5,Yes,Yes,76,87,1.0
8568,8.0,1,3,2,90,4.8,Yes,Yes,79,84,1.0
8569,7.9,1,2,0,68,3.6,No,Yes,65,61,
8570,7.3,1,1,2,71,4.0,No,Yes,55,69,
8571,7.7,1,3,1,83,4.8,Yes,Yes,73,68,1.0
8572,8.7,2,3,2,90,4.8,Yes,Yes,80,84,1.0
8573,8.7,0,3,2,90,4.8,Yes,Yes,71,83,1.0
8574,6.7,1,1,1,75,3.7,No,No,63,71,
8575,8.3,1,2,0,73,4.8,Yes,Yes,74,86,
8576,8.2,1,3,2,73,4.5,Yes,Yes,82,64,1.0
8577,8.4,2,3,2,90,4.7,Yes,Yes,75,82,1.0
8578,6.5,1,2,1,72,4.5,No,No,60,69,
8579,7.7,1,1,2,70,3.9,Yes,No,72,65,
8580,6.8,2,3,0,80,4.4,No,Yes,74,85,1.0
8581,8.5,0,1,0,71,4.0,Yes,No,73,69,
8582,8.1,1,2,2,90,4.0,No,Yes,74,86,
8583,7.8,2,1,2,90,4.8,Yes,Yes,73,83,1.0
8584,7.8,0,1,0,74,3.3,No,No,55,63,
8585,8.8,2,3,2,90,4.8,Yes,Yes,83,86,1.0
8586,8.2,2,3,2,88,4.8,Yes,Yes,79,86,1.0
8587,8.1,1,3,0,74,4.0,Yes,Yes,62,83,1.0
8588,8.1,1,2,0,89,4.7,Yes,Yes,75,85,1.0
8589,7.5,1,1,3,78,4.5,No,No,69,73,
8590,8.1,2,1,2,78,4.7,Yes,Yes,78,71,1.0
8591,7.2,1,2,0,60,4.6,No,No,58,63,
8592,7.8,0,3,1,90,3.8,No,Yes,55,71,
8593,6.5,2,3,2,80,4.8,Yes,Yes,78,82,
8594,7.4,1,1,0,62,3.6,No,No,57,72,
8595,7.6,1,1,2,69,3.9,No,Yes,63,69,
8596,7.5,0,1,1,83,4.0,No,Yes,56,67,
8597,8.0,0,3,2,76,4.8,Yes,Yes,80,84,1.0
8598,8.3,2,2,0,90,4.8,Yes,Yes,80,72,1.0
8599,7.2,2,2,2,87,4.7,Yes,Yes,65,87,1.0
8600,7.7,1,3,2,90,4.4,No,Yes,87,84,1.0
8601,7.9,1,3,2,90,4.5,Yes,Yes,87,85,1.0
8602,8.5,2,3,2,90,4.6,Yes,Yes,81,88,1.0
8603,8.0,1,1,0,90,4.5,Yes,Yes,69,74,1.0
8604,8.0,2,3,0,90,4.8,Yes,Yes,80,69,1.0
8605,8.2,1,1,0,69,4.5,No,Yes,55,70,
8606,7.5,1,1,0,76,4.0,Yes,No,55,67,
8607,6.5,1,1,1,68,4.4,Yes,No,60,60,
8608,8.4,1,2,1,79,3.8,Yes,Yes,76,82,1.0
8609,7.4,0,1,0,79,3.8,No,No,55,67,
8610,7.0,2,1,1,88,4.8,Yes,Yes,75,81,1.0
8611,8.3,1,3,2,77,4.0,No,Yes,76,82,
8612,7.7,0,1,1,64,3.9,No,Yes,55,63,
8613,8.1,2,2,2,87,4.8,Yes,Yes,75,85,1.0
8614,7.3,1,2,1,86,4.3,No,Yes,68,64,
8615,8.6,1,3,0,90,4.8,Yes,Yes,55,70,1.0
8616,8.5,1,3,1,90,4.8,Yes,Yes,80,67,
8617,8.6,2,3,0,84,4.8,Yes,Yes,86,87,1.0
8618,7.6,1,0,1,75,4.8,Yes,Yes,83,80,1.0
8619,8.3,2,3,2,85,4.7,Yes,No,80,85,1.0
8620,8.2,1,1,2,90,4.8,Yes,Yes,71,87,1.0
8621,8.5,2,3,2,90,4.8,Yes,Yes,81,82,1.0
8622,7.7,0,2,0,79,4.0,No,No,58,72,
8623,7.6,1,2,1,61,3.2,No,No,61,57,
8624,7.5,1,3,2,82,4.8,Yes,No,81,88,1.0
8625,7.8,0,3,0,89,4.8,Yes,Yes,83,79,1.0
8626,8.4,0,3,0,83,4.0,Yes,No,77,66,
8627,8.2,2,3,2,90,4.8,Yes,Yes,68,86,1.0
8628,8.5,2,3,2,90,4.8,Yes,Yes,81,88,1.0
8629,8.0,1,1,2,87,4.1,Yes,Yes,74,68,1.0
8630,6.5,2,3,2,80,4.0,Yes,Yes,72,86,1.0
8631,6.5,1,1,1,73,4.0,Yes,No,55,62,
8632,7.3,1,3,0,80,4.2,No,No,67,64,
8633,7.8,0,2,1,62,3.6,No,No,55,66,
8634,8.4,2,3,2,90,4.6,Yes,Yes,74,88,1.0
8635,8.5,2,3,2,90,4.5,Yes,Yes,85,88,1.0
8636,7.3,0,1,0,75,4.7,Yes,Yes,67,72,1.0
8637,8.5,2,3,2,90,4.8,Yes,Yes,76,86,1.0
8638,8.3,1,3,1,87,4.5,Yes,No,70,82,
8639,6.9,1,2,0,67,3.7,No,Yes,76,71,
8640,7.4,0,2,1,71,4.7,No,Yes,79,67,
8641,8.3,1,3,2,90,4.5,Yes,Yes,76,81,1.0
8642,6.8,1,2,0,74,3.9,No,No,55,62,
8643,8.4,0,3,3,85,4.8,Yes,Yes,63,69,1.0
8644,6.5,1,1,0,74,4.7,Yes,Yes,82,78,
8645,8.5,2,3,0,90,3.8,Yes,Yes,87,84,1.0
8646,7.5,1,2,0,76,4.0,No,Yes,59,62,1.0
8647,7.3,0,1,1,69,4.6,No,Yes,68,64,
8648,8.0,1,2,2,83,4.3,Yes,Yes,72,88,
8649,8.2,1,2,3,83,4.2,Yes,Yes,78,80,
8650,8.0,0,2,1,74,4.1,Yes,Yes,57,87,1.0
8651,8.4,1,2,1,73,4.5,No,Yes,75,84,
8652,7.7,0,2,1,68,4.0,Yes,Yes,57,83,1.0
8653,7.6,1,2,1,80,3.9,No,Yes,80,66,
8654,7.7,2,2,1,84,4.7,Yes,Yes,78,82,1.0
8655,8.5,2,3,2,88,4.8,Yes,Yes,68,88,1.0
8656,8.0,2,3,0,83,4.1,Yes,Yes,67,83,
8657,7.6,2,2,0,77,4.4,No,Yes,72,74,
8658,7.8,2,3,0,86,4.6,Yes,Yes,74,86,1.0
8659,7.9,1,3,3,83,4.7,Yes,Yes,69,81,1.0
8660,6.5,1,1,0,87,4.8,No,No,63,66,1.0
8661,7.3,1,3,0,84,4.6,Yes,No,61,66,
8662,8.5,2,3,2,90,4.8,Yes,Yes,75,88,1.0
8663,8.5,0,3,0,81,4.4,Yes,Yes,82,83,
8664,8.6,2,3,2,88,4.8,Yes,Yes,83,80,1.0
8665,6.5,0,1,2,89,3.8,No,No,72,72,1.0
8666,8.3,1,2,2,86,4.8,Yes,Yes,58,72,1.0
8667,8.0,1,3,1,90,4.8,Yes,Yes,79,87,1.0
8668,6.7,0,1,1,75,3.2,No,No,55,71,
8669,7.7,1,1,2,76,4.7,Yes,No,71,65,
8670,6.6,1,3,2,90,4.6,Yes,Yes,73,65,
8671,7.6,0,3,0,87,4.1,Yes,Yes,77,71,1.0
8672,8.3,1,2,0,72,3.9,Yes,Yes,74,79,1.0
8673,6.5,1,1,0,70,4.2,No,No,60,67,
8674,8.2,0,3,2,76,4.7,Yes,Yes,83,85,
8675,6.5,1,1,0,77,4.2,No,Yes,55,70,
8676,8.4,1,2,0,79,3.4,Yes,Yes,72,88,1.0
8677,6.6,1,1,0,71,3.0,No,No,65,62,
8678,7.7,1,3,0,80,4.8,Yes,Yes,73,82,
8679,7.9,2,3,1,75,4.5,Yes,Yes,79,80,
8680,8.0,0,3,2,87,4.7,Yes,Yes,78,70,1.0
8681,7.6,1,1,1,79,4.1,No,Yes,55,68,1.0
8682,8.1,0,2,0,73,4.7,Yes,Yes,78,67,
8683,8.6,1,2,0,68,3.9,Yes,Yes,72,83,1.0
8684,8.1,1,3,0,75,4.5,No,Yes,71,68,1.0
8685,8.6,2,3,2,90,4.8,Yes,Yes,77,82,1.0
8686,8.5,2,3,2,85,4.7,Yes,No,85,83,1.0
8687,8.6,2,2,1,78,4.0,Yes,Yes,81,77,
8688,6.8,1,2,2,70,3.8,No,Yes,55,67,
8689,7.2,0,1,0,70,3.5,No,No,58,69,
8690,8.7,1,2,2,84,4.8,Yes,Yes,84,77,1.0
8691,6.7,0,1,1,68,3.4,No,No,65,69,
8692,7.8,2,3,2,90,4.5,Yes,Yes,78,83,1.0
8693,8.3,0,3,0,90,4.7,Yes,Yes,69,82,1.0
8694,7.7,1,2,0,78,4.6,Yes,Yes,73,78,1.0
8695,6.6,0,1,0,70,4.3,No,No,63,64,
8696,7.5,1,1,0,90,4.6,No,Yes,68,73,
8697,6.8,2,1,0,77,4.0,No,No,60,77,
8698,8.4,0,3,2,69,4.5,Yes,Yes,55,84,1.0
8699,8.2,1,3,2,79,4.8,Yes,Yes,76,81,1.0
8700,7.8,2,2,1,84,4.0,No,Yes,86,73,
8701,8.7,2,3,2,90,4.8,Yes,Yes,85,86,1.0
8702,7.9,0,3,1,81,4.6,No,No,66,70,
8703,7.5,1,2,2,80,4.3,Yes,Yes,65,80,1.0
8704,6.5,0,1,0,62,4.6,No,No,61,66,
8705,8.4,2,3,1,86,4.4,Yes,Yes,57,80,1.0
8706,6.6,1,1,1,68,3.5,No,No,64,73,1.0
8707,6.7,0,1,0,79,4.4,No,No,76,66,
8708,6.7,2,1,2,71,4.0,No,Yes,55,65,
8709,6.5,1,1,0,67,3.1,No,No,65,68,
8710,7.5,1,1,2,67,3.5,Yes,Yes,55,64,
8711,8.5,1,2,2,74,4.0,No,Yes,83,79,
8712,6.7,0,1,0,63,3.8,No,No,62,63,
8713,8.2,1,1,1,68,3.9,No,Yes,70,66,1.0
8714,8.7,2,1,2,80,3.9,No,No,68,82,
8715,8.4,2,3,2,87,4.7,Yes,Yes,79,86,1.0
8716,6.9,0,2,1,82,3.9,No,Yes,78,59,
8717,7.1,0,1,0,70,4.4,No,No,77,67,
8718,7.3,0,1,0,72,4.3,No,No,55,68,
8719,8.3,1,1,1,73,4.1,No,No,78,83,
8720,6.5,0,1,1,85,4.2,No,Yes,60,77,1.0
8721,8.6,2,2,2,76,4.7,Yes,No,67,84,1.0
8722,7.5,0,1,1,82,3.8,No,Yes,62,70,
8723,7.0,0,1,0,69,4.4,Yes,Yes,71,72,1.0
8724,7.5,1,2,1,73,4.2,Yes,Yes,72,64,
8725,8.3,2,3,2,90,4.6,Yes,No,74,84,1.0
8726,6.5,2,1,0,75,4.0,No,No,55,70,
8727,8.0,2,3,2,89,4.8,Yes,Yes,79,80,
8728,7.5,1,1,0,77,4.0,No,Yes,62,67,
8729,8.5,1,3,2,90,4.8,Yes,Yes,76,85,1.0
8730,9.0,2,3,2,90,4.8,Yes,Yes,83,88,1.0
8731,6.6,1,2,1,67,4.1,Yes,Yes,73,69,
8732,7.7,1,2,1,69,3.3,Yes,Yes,68,68,
8733,8.0,2,3,2,90,4.8,Yes,Yes,77,85,1.0
8734,6.5,2,1,0,74,4.5,No,No,63,83,
8735,6.5,1,3,0,81,3.8,No,Yes,63,57,
8736,7.2,2,2,2,87,4.4,Yes,Yes,72,70,1.0
8737,8.3,1,3,1,88,4.8,No,Yes,72,69,1.0
8738,7.3,1,1,0,71,4.4,No,No,55,74,1.0
8739,7.3,1,1,0,77,4.0,No,Yes,55,59,
8740,7.9,2,3,2,90,4.8,Yes,Yes,82,88,1.0
8741,7.3,1,1,0,79,4.5,No,Yes,55,67,
8742,7.7,1,1,1,64,4.5,No,No,55,65,
8743,7.5,1,1,1,70,3.3,No,No,59,58,
8744,7.7,0,1,2,72,4.3,Yes,No,82,72,
8745,7.6,0,1,1,80,3.9,No,No,55,66,
8746,7.0,1,1,1,73,4.3,Yes,No,74,81,
8747,6.5,0,3,0,72,4.2,Yes,Yes,75,69,
8748,8.0,2,3,2,90,4.8,Yes,Yes,80,88,1.0
8749,6.5,1,2,2,76,4.8,No,Yes,81,85,
8750,7.5,0,2,0,68,4.0,No,Yes,67,71,1.0
8751,7.3,0,1,0,78,3.6,No,No,56,70,
8752,7.5,2,2,1,68,3.7,No,No,59,62,
8753,8.6,1,2,1,78,4.3,Yes,Yes,70,67,1.0
8754,8.6,2,3,2,82,4.4,Yes,Yes,64,83,1.0
8755,8.4,2,3,2,90,4.8,Yes,Yes,80,87,1.0
8756,7.5,2,1,0,69,4.5,Yes,No,71,69,
8757,8.3,1,1,2,82,4.2,Yes,No,55,87,1.0
8758,8.4,0,2,0,71,3.8,Yes,Yes,56,63,
8759,8.3,2,3,2,90,4.8,Yes,Yes,83,85,1.0
8760,6.5,1,1,0,67,4.3,No,Yes,72,67,
8761,8.3,2,3,0,88,4.8,Yes,Yes,77,81,
8762,7.7,1,3,2,78,4.4,Yes,No,83,85,
8763,8.1,1,2,0,87,4.3,Yes,Yes,76,66,
8764,7.9,1,2,0,77,3.8,Yes,Yes,58,78,
8765,8.8,2,3,2,90,4.7,Yes,Yes,80,86,1.0
8766,7.4,1,2,1,76,4.4,Yes,Yes,79,70,
8767,8.3,1,0,0,85,4.3,Yes,Yes,87,83,1.0
8768,6.5,0,3,0,77,4.2,No,No,78,61,
8769,7.6,1,2,0,82,3.9,No,No,58,68,
8770,8.3,1,3,2,90,4.8,Yes,Yes,88,73,1.0
8771,8.2,1,1,1,79,4.1,Yes,Yes,58,83,
8772,6.8,1,2,0,80,4.5,Yes,Yes,56,67,1.0
8773,7.5,2,2,1,74,4.4,No,Yes,82,62,
8774,7.6,0,1,0,71,3.9,No,No,59,64,
8775,8.4,1,2,1,74,4.3,No,No,57,68,
8776,8.4,2,3,2,90,4.5,Yes,Yes,69,81,
8777,8.2,2,3,0,90,4.8,Yes,Yes,68,82,1.0
8778,7.6,0,3,2,82,4.5,No,No,78,64,1.0
8779,6.9,0,1,0,79,4.8,Yes,No,62,67,
8780,8.4,0,1,0,85,3.7,Yes,Yes,57,71,1.0
8781,7.4,1,2,1,74,4.3,No,No,56,70,
8782,7.5,1,2,0,81,4.7,No,Yes,56,69,
8783,8.4,0,1,0,90,4.8,No,Yes,55,65,1.0
8784,8.3,1,3,0,90,4.7,Yes,Yes,71,86,1.0
8785,7.9,1,1,2,72,4.8,Yes,No,64,69,1.0
8786,8.4,0,3,2,75,4.8,Yes,Yes,55,63,
8787,7.7,0,1,1,85,4.4,No,Yes,61,65,1.0
8788,6.8,1,1,1,78,3.8,No,No,58,68,
8789,8.6,2,3,2,90,4.6,Yes,Yes,74,88,1.0
8790,7.7,2,3,0,81,4.7,Yes,Yes,66,80,1.0
8791,8.4,1,0,2,81,4.2,Yes,Yes,74,88,1.0
8792,6.5,1,1,1,76,4.8,Yes,No,57,79,
8793,8.3,2,2,3,87,4.8,Yes,Yes,81,84,
8794,7.3,2,1,0,83,3.7,Yes,Yes,60,65,1.0
8795,6.5,0,2,0,85,4.8,No,No,89,67,1.0
8796,8.2,1,2,2,80,4.4,Yes,Yes,72,83,1.0
8797,7.6,1,1,1,71,4.2,No,No,57,68,
8798,8.5,2,2,2,82,4.5,Yes,Yes,55,81,
8799,7.4,2,3,2,89,4.8,Yes,No,88,82,
8800,7.0,2,3,2,90,4.8,Yes,Yes,90,80,1.0
8801,8.2,1,1,1,78,4.0,No,Yes,56,70,
8802,6.9,1,3,2,80,4.6,Yes,Yes,73,83,1.0
8803,6.8,0,1,0,63,3.6,No,No,55,67,
8804,8.5,0,3,2,90,4.8,Yes,Yes,74,64,1.0
8805,8.2,1,3,2,90,4.8,No,Yes,71,83,1.0
8806,6.5,1,1,1,69,3.7,Yes,No,62,65,
8807,7.4,1,1,0,74,4.5,No,No,64,71,1.0
8808,7.9,0,2,2,87,3.9,No,Yes,63,69,
8809,8.1,2,3,2,86,4.7,Yes,Yes,76,80,1.0
8810,8.7,2,3,0,87,4.8,Yes,Yes,76,88,1.0
8811,7.5,1,2,0,78,4.4,Yes,Yes,61,71,
8812,8.2,2,3,2,90,4.7,Yes,Yes,80,86,1.0
8813,7.8,1,3,0,76,4.4,Yes,Yes,74,74,
8814,6.5,1,2,0,69,4.8,No,Yes,56,72,
8815,8.1,1,2,2,78,4.7,Yes,Yes,57,83,
8816,8.3,2,3,3,89,4.5,Yes,Yes,77,88,1.0
8817,8.0,1,3,0,80,4.0,Yes,Yes,83,68,
8818,7.8,1,1,0,66,3.7,Yes,Yes,62,67,1.0
8819,6.6,1,1,2,86,4.7,No,No,55,69,1.0
8820,6.8,1,3,0,83,4.4,No,Yes,58,63,
8821,7.9,2,3,2,80,4.5,Yes,Yes,77,85,1.0
8822,7.4,1,2,0,75,3.9,No,Yes,69,70,1.0
8823,8.1,0,2,1,88,3.8,Yes,Yes,72,82,
8824,8.2,2,3,2,82,4.4,Yes,Yes,80,83,1.0
8825,8.6,0,3,0,86,4.5,Yes,No,70,83,
8826,8.2,2,3,0,89,4.4,Yes,Yes,84,86,
8827,8.1,2,2,0,80,4.8,Yes,No,55,82,1.0
8828,7.4,1,3,1,84,4.5,Yes,Yes,81,73,1.0
8829,8.2,2,3,2,85,4.8,Yes,Yes,73,85,1.0
8830,8.3,1,3,2,88,4.8,Yes,Yes,74,88,1.0
8831,8.0,2,3,2,82,4.3,Yes,Yes,77,84,1.0
8832,6.5,1,2,1,69,3.8,No,Yes,56,71,
8833,8.3,2,3,2,90,4.8,Yes,Yes,62,84,
8834,6.5,1,2,0,76,4.3,No,No,58,66,
8835,7.9,1,1,0,77,4.7,No,Yes,75,70,
8836,8.0,2,3,2,90,4.8,Yes,Yes,75,83,1.0
8837,7.9,1,2,1,86,4.4,Yes,Yes,83,67,
8838,6.5,1,1,0,69,3.5,No,Yes,55,72,
8839,6.9,1,1,0,78,4.2,Yes,Yes,66,69,1.0
8840,7.9,1,3,2,90,4.8,Yes,No,78,83,
8841,6.5,0,1,1,81,4.1,No,No,71,69,
8842,8.7,2,3,2,90,4.8,Yes,Yes,71,84,1.0
8843,6.5,1,2,0,77,4.2,No,No,55,59,
8844,7.4,1,2,2,82,4.3,Yes,Yes,77,72,
8845,7.4,1,2,1,77,3.9,No,Yes,55,64,
8846,7.6,1,1,1,76,3.4,No,No,55,59,
8847,8.7,2,3,2,79,4.4,Yes,Yes,78,80,1.0
8848,6.5,0,1,0,73,3.6,No,No,67,70,
8849,8.1,2,1,2,72,4.1,Yes,No,59,69,
8850,8.6,1,3,2,90,4.8,Yes,Yes,78,85,1.0
8851,7.7,1,2,1,76,3.7,No,Yes,72,69,
8852,8.4,2,3,2,89,4.1,Yes,Yes,83,80,1.0
8853,8.2,2,3,2,90,4.8,Yes,Yes,71,80,1.0
8854,7.6,2,1,0,79,4.8,Yes,Yes,55,70,
8855,8.0,0,2,2,90,4.8,Yes,Yes,68,85,1.0
8856,8.6,1,3,0,82,4.5,No,Yes,55,74,
8857,7.9,2,3,2,90,4.7,Yes,Yes,80,88,1.0
8858,6.7,1,1,0,80,3.8,No,Yes,62,64,
8859,7.4,1,1,0,66,4.4,No,No,55,65,
8860,7.8,1,2,1,74,4.8,Yes,Yes,69,81,
8861,8.4,1,1,2,86,4.7,Yes,No,69,71,
8862,8.0,2,3,2,89,4.6,Yes,Yes,80,87,1.0
8863,7.8,1,3,2,80,3.4,Yes,No,55,67,
8864,7.4,1,1,0,79,3.6,No,Yes,57,71,
8865,7.5,0,1,2,74,4.0,No,Yes,55,72,
8866,7.7,2,3,2,90,4.8,Yes,Yes,87,88,1.0
8867,8.3,1,3,2,88,4.6,Yes,Yes,77,88,1.0
8868,8.0,2,3,3,85,4.8,Yes,Yes,77,81,
8869,6.5,0,2,2,85,4.1,No,Yes,71,72,
8870,8.6,2,1,0,70,4.2,No,Yes,56,64,
8871,8.2,2,3,2,83,4.6,Yes,Yes,69,77,1.0
8872,7.6,2,2,2,60,4.4,No,No,55,61,
8873,8.3,2,3,3,88,4.8,Yes,Yes,84,87,1.0
8874,8.1,2,3,2,90,4.8,Yes,Yes,75,86,1.0
8875,6.5,0,2,0,77,4.4,No,Yes,55,65,
8876,7.8,0,1,2,68,4.5,No,No,82,85,1.0
8877,8.0,1,3,2,90,4.7,Yes,Yes,74,88,1.0
8878,8.2,1,3,2,90,4.8,Yes,Yes,66,84,1.0
8879,7.9,1,3,2,78,4.3,Yes,Yes,89,86,1.0
8880,8.4,1,3,0,81,3.6,Yes,Yes,78,86,1.0
8881,7.7,1,2,2,82,4.7,No,Yes,84,85,
8882,7.8,1,2,1,70,3.9,No,Yes,58,70,
8883,6.6,1,3,2,79,4.6,Yes,Yes,78,75,1.0
